Loop View,Loop ID,Loop Name,Loop Status,Compliance Status,Tags,Created Date,Closing Date,Expiration Date,Listing Date,Joined Date,Offer Date,Address,Price,Created By,Created By Admin,Agents,Property Address / City,Property Address / Country,Property Address / County,Property Address / State/Prov,Property Address / Street Name,Property Address / Street Number,Property Address / Zip/Postal Code,Contract Dates / Closing Date,Contract Dates / Contract Agreement Date,Financials / Earnest Money Amount,Financials / Earnest Money Held By,Financials / Purchase/Sale Price,Financials / Sale Commission Rate,Financials / Sale Commission Split $ - Buy Side,Financials / Sale Commission Split $ - Sell Side,Financials / Sale Commission Split % - Buy Side,Financials / Sale Commission Split % - Sell Side,Financials / Sale Commission Total,Listing Information / Current Price,Listing Information / Original Price,Listing Information / Listing Date,Property / Bathrooms,Property / Bedrooms,Property / Lot Size,Property / Square Footage,Property / Type,Property / Year Built,Referral / Referral %,Referral / Referral Source,Company Information / office managing broker,Net to Office
300000141,300000141,"9000 Elm St, Woodstock, GA 30000",Under Contract,Pending,,2025-06-04,2025-10-02,2025-12-01,2025-06-04,2025-06-04,2025-08-23,"9000 Elm St, Woodstock, GA 30000","$267,000.00",Sarah Miller,false,Sarah Miller,Woodstock,USA,Fulton,GA,"Elm St,",9000,30000,2025-10-02,2025-08-23,"$2,670.00",Broker,"$267,000.00",3%,,"$8,010.00",0%,3%,"$8,010.00","$267,000.00","$288,000.00",06/04/2025,3,3,35406,4181,Land,2019,0%,Direct Mail,John Broker,"$1,602.00"
300000142,300000142,"4040 Hillcrest Rd, Kennesaw, GA 30000",Sold,Approved,Top Producer,2025-06-27,2025-08-27,2025-12-24,2025-06-27,2025-06-27,2025-07-21,"4040 Hillcrest Rd, Kennesaw, GA 30000","$1,086,900.00",Robert Anderson,false,Robert Anderson,Kennesaw,USA,Fulton,GA,"Hillcrest Rd,",4040,30000,2025-08-27,2025-07-21,"$10,869.00",Broker,"$1,086,900.00",3%,"$32,607.00",,3%,0%,"$32,607.00","$1,086,900.00","$1,094,900.00",06/27/2025,5,6,28395,2993,Multi-Family,1982,0%,Direct Mail,John Broker,"$6,521.40"
300000143,300000143,"5544 Oak Ave, Kennesaw, GA 30000",Sold,Approved,,2025-06-22,2025-08-06,2025-12-19,2025-06-22,2025-06-22,2025-07-05,"5544 Oak Ave, Kennesaw, GA 30000","$338,000.00",Amanda Garcia,false,Amanda Garcia,Kennesaw,USA,Fulton,GA,"Oak Ave,",5544,30000,2025-08-06,2025-07-05,"$3,380.00",Broker,"$338,000.00",3%,,"$10,140.00",0%,3%,"$10,140.00","$338,000.00","$346,000.00",06/22/2025,2,4,16076,3045,Townhouse,2014,0%,Walk-in,John Broker,"$2,028.00"
300000144,300000144,"2593 Washington Ave, Sandy Springs, GA 30000",Archived,Pending,,2025-05-02,,2025-10-29,2025-05-02,2025-05-02,2025-06-27,"2593 Washington Ave, Sandy Springs, GA 30000","$440,000.00",Amanda Garcia,false,Amanda Garcia,Sandy Springs,USA,Fulton,GA,"Washington Ave,",2593,30000,,2025-06-27,"$4,400.00",Broker,"$440,000.00",3%,,"$13,200.00",0%,3%,"$13,200.00","$440,000.00","$448,000.00",05/02/2025,3,6,22265,2336,Townhouse,1993,0%,Sphere of Influence,John Broker,"$2,640.00"
300000145,300000145,"1127 Oak Ave, Marietta, GA 30000",Under Contract,Pending,,2025-12-03,2026-04-11,2026-06-01,2025-12-03,2025-12-03,2026-02-18,"1127 Oak Ave, Marietta, GA 30000","$541,000.00",Jennifer Taylor,false,Jennifer Taylor,Marietta,USA,Fulton,GA,"Oak Ave,",1127,30000,2026-04-11,2026-02-18,"$5,410.00",Broker,"$541,000.00",3%,"$16,230.00",,3%,0%,"$16,230.00","$541,000.00","$585,000.00",12/03/2025,5,5,11888,4608,Condo,2003,0%,Facebook Ads,John Broker,"$3,246.00"
300000146,300000146,"2853 Pine Ln, Kennesaw, GA 30000",Active Listings,Pending,,2025-05-25,,2025-11-21,2025-05-25,2025-05-25,,"2853 Pine Ln, Kennesaw, GA 30000","$377,000.00",William Jackson,false,William Jackson,Kennesaw,USA,Fulton,GA,"Pine Ln,",2853,30000,,,"$3,770.00",Broker,"$377,000.00",3%,"$11,310.00",,3%,0%,"$11,310.00","$377,000.00","$377,000.00",05/25/2025,4,5,27562,1855,Land,2021,0%,Realtor.com,John Broker,"$2,262.00"
300000147,300000147,"8787 Maple Dr, Roswell, GA 30000",Under Contract,Pending,Top Producer,2025-08-01,2025-11-10,2026-01-28,2025-08-01,2025-08-01,2025-09-27,"8787 Maple Dr, Roswell, GA 30000","$954,000.00",Matthew Thompson,false,Matthew Thompson,Roswell,USA,Fulton,GA,"Maple Dr,",8787,30000,2025-11-10,2025-09-27,"$9,540.00",Broker,"$954,000.00",3%,"$28,620.00","$28,620.00",3%,3%,"$57,240.00","$954,000.00","$954,000.00",08/01/2025,3,5,22905,4807,Multi-Family,2021,0%,Walk-in,John Broker,"$11,448.00"
300000148,300000148,"3101 Pine Ln, Atlanta, GA 30000",Under Contract,Pending,,2025-12-29,2026-02-11,2026-06-27,2025-12-29,2025-12-29,2026-01-09,"3101 Pine Ln, Atlanta, GA 30000","$768,900.00",Sarah Miller,false,Sarah Miller,Atlanta,USA,Fulton,GA,"Pine Ln,",3101,30000,2026-02-11,2026-01-09,"$7,689.00",Broker,"$768,900.00",3%,,"$23,067.00",0%,3%,"$23,067.00","$768,900.00","$810,900.00",12/29/2025,2,3,9155,3489,Single Family,2016,0%,Realtor.com,John Broker,"$4,613.40"
300000149,300000149,"7349 Pine Ln, Woodstock, GA 30000",Active Listings,Pending,,2026-01-10,,2026-07-09,2026-01-10,2026-01-10,,"7349 Pine Ln, Woodstock, GA 30000","$154,900.00",Amanda Garcia,false,Amanda Garcia,Woodstock,USA,Fulton,GA,"Pine Ln,",7349,30000,,,"$1,549.00",Broker,"$154,900.00",3%,"$4,647.00",,3%,0%,"$4,647.00","$154,900.00","$179,900.00",01/10/2026,2,6,24594,1559,Land,2001,0%,Realtor.com,John Broker,$929.40
300000150,300000150,"3122 Washington Ave, Sandy Springs, GA 30000",Under Contract,Pending,Top Producer,2025-10-10,2026-01-25,2026-04-08,2025-10-10,2025-10-10,2025-12-24,"3122 Washington Ave, Sandy Springs, GA 30000","$1,297,900.00",James Wilson,false,James Wilson,Sandy Springs,USA,Fulton,GA,"Washington Ave,",3122,30000,2026-01-25,2025-12-24,"$12,979.00",Broker,"$1,297,900.00",3%,"$38,937.00",,3%,0%,"$38,937.00","$1,297,900.00","$1,326,900.00",10/10/2025,5,4,37265,4968,Single Family,2005,0%,Sphere of Influence,John Broker,"$7,787.40"
300000151,300000151,"8931 Pine Ln, Smyrna, GA 30000",Under Contract,Pending,Top Producer,2025-12-06,2026-03-27,2026-06-04,2025-12-06,2025-12-06,2026-02-11,"8931 Pine Ln, Smyrna, GA 30000","$1,476,000.00",Lisa Thomas,false,Lisa Thomas,Smyrna,USA,Fulton,GA,"Pine Ln,",8931,30000,2026-03-27,2026-02-11,"$14,760.00",Broker,"$1,476,000.00",3%,,"$44,280.00",0%,3%,"$44,280.00","$1,476,000.00","$1,476,000.00",12/06/2025,2,5,6848,3247,Single Family,2014,0%,Walk-in,John Broker,"$8,856.00"
300000152,300000152,"5567 Main St, Woodstock, GA 30000",Under Contract,Pending,,2026-01-30,2026-06-06,2026-07-29,2026-01-30,2026-01-30,2026-04-07,"5567 Main St, Woodstock, GA 30000","$460,900.00",Jennifer Taylor,false,Jennifer Taylor,Woodstock,USA,Fulton,GA,"Main St,",5567,30000,2026-06-06,2026-04-07,"$4,609.00",Broker,"$460,900.00",3%,,"$13,827.00",0%,3%,"$13,827.00","$460,900.00","$466,900.00",01/30/2026,2,3,33508,2811,Multi-Family,1990,0%,Direct Mail,John Broker,"$2,765.40"
300000153,300000153,"4957 Elm St, Sandy Springs, GA 30000",Sold,Approved,,2025-09-08,2025-10-19,2026-03-07,2025-09-08,2025-09-08,2025-09-14,"4957 Elm St, Sandy Springs, GA 30000","$394,900.00",Lisa Thomas,false,Lisa Thomas,Sandy Springs,USA,Fulton,GA,"Elm St,",4957,30000,2025-10-19,2025-09-14,"$3,949.00",Broker,"$394,900.00",3%,"$11,847.00",,3%,0%,"$11,847.00","$394,900.00","$438,900.00",09/08/2025,5,3,9333,4744,Townhouse,2015,0%,Walk-in,John Broker,"$2,369.40"
300000154,300000154,"1871 Maple Dr, Lawrenceville, GA 30000",Active Listings,Pending,Top Producer,2025-12-16,,2026-06-14,2025-12-16,2025-12-16,,"1871 Maple Dr, Lawrenceville, GA 30000","$1,350,900.00",David Martinez,false,David Martinez,Lawrenceville,USA,Fulton,GA,"Maple Dr,",1871,30000,,,"$13,509.00",Broker,"$1,350,900.00",3%,,"$40,527.00",0%,3%,"$40,527.00","$1,350,900.00","$1,369,900.00",12/16/2025,2,4,33261,4035,Single Family,1999,0%,Realtor.com,John Broker,"$8,105.40"
300000155,300000155,"8398 Park Pl, Marietta, GA 30000",Active Listings,Pending,,2025-05-25,,2025-11-21,2025-05-25,2025-05-25,,"8398 Park Pl, Marietta, GA 30000","$268,900.00",Lisa Thomas,false,Lisa Thomas,Marietta,USA,Fulton,GA,"Park Pl,",8398,30000,,,"$2,689.00",Broker,"$268,900.00",3%,"$8,067.00",,3%,0%,"$8,067.00","$268,900.00","$297,900.00",05/25/2025,5,5,35088,3831,Land,1999,0%,Walk-in,John Broker,"$1,613.40"
300000156,300000156,"5722 Maple Dr, Marietta, GA 30000",Active Listings,Pending,,2025-09-01,,2026-02-28,2025-09-01,2025-09-01,,"5722 Maple Dr, Marietta, GA 30000","$642,900.00",William Jackson,false,William Jackson,Marietta,USA,Fulton,GA,"Maple Dr,",5722,30000,,,"$6,429.00",Broker,"$642,900.00",3%,,"$19,287.00",0%,3%,"$19,287.00","$642,900.00","$642,900.00",09/01/2025,2,4,12323,3021,Single Family,1988,0%,Realtor.com,John Broker,"$3,857.40"
300000157,300000157,"4771 Hillcrest Rd, Smyrna, GA 30000",Active Listings,Pending,,2025-03-24,,2025-09-20,2025-03-24,2025-03-24,,"4771 Hillcrest Rd, Smyrna, GA 30000","$295,000.00",Robert Anderson,false,Robert Anderson,Smyrna,USA,Fulton,GA,"Hillcrest Rd,",4771,30000,,,"$2,950.00",Broker,"$295,000.00",3%,"$8,850.00",,3%,0%,"$8,850.00","$295,000.00","$316,000.00",03/24/2025,4,4,14915,3217,Condo,2002,0%,Direct Mail,John Broker,"$1,770.00"
300000158,300000158,"8275 Elm St, Alpharetta, GA 30000",Under Contract,Pending,,2025-03-18,2025-05-06,2025-09-14,2025-03-18,2025-03-18,2025-03-25,"8275 Elm St, Alpharetta, GA 30000","$610,900.00",Sarah Miller,false,Sarah Miller,Alpharetta,USA,Fulton,GA,"Elm St,",8275,30000,2025-05-06,2025-03-25,"$6,109.00",Broker,"$610,900.00",3%,,"$18,327.00",0%,3%,"$18,327.00","$610,900.00","$610,900.00",03/18/2025,3,3,24805,2436,Single Family,2024,0%,Direct Mail,John Broker,"$3,665.40"
300000159,300000159,"9725 Hillcrest Rd, Woodstock, GA 30000",Sold,Approved,,2025-08-25,2025-11-30,2026-02-21,2025-08-25,2025-08-25,2025-10-20,"9725 Hillcrest Rd, Woodstock, GA 30000","$610,900.00",Michael Brown,false,Michael Brown,Woodstock,USA,Fulton,GA,"Hillcrest Rd,",9725,30000,2025-11-30,2025-10-20,"$6,109.00",Broker,"$610,900.00",3%,"$18,327.00",,3%,0%,"$18,327.00","$610,900.00","$622,900.00",08/25/2025,2,6,29636,1962,Single Family,1995,0%,Zillow,John Broker,"$3,665.40"
300000160,300000160,"7388 Cedar Blvd, Marietta, GA 30000",Under Contract,Pending,,2025-10-17,2026-02-09,2026-04-15,2025-10-17,2025-10-17,2026-01-07,"7388 Cedar Blvd, Marietta, GA 30000","$379,000.00",William Jackson,false,William Jackson,Marietta,USA,Fulton,GA,"Cedar Blvd,",7388,30000,2026-02-09,2026-01-07,"$3,790.00",Broker,"$379,000.00",3%,"$11,370.00",,3%,0%,"$11,370.00","$379,000.00","$379,000.00",10/17/2025,2,6,33417,4769,Land,2007,0%,Zillow,John Broker,"$2,274.00"
300000161,300000161,"6708 Hillcrest Rd, Atlanta, GA 30000",Archived,Pending,,2025-12-14,,2026-06-12,2025-12-14,2025-12-14,2026-02-25,"6708 Hillcrest Rd, Atlanta, GA 30000","$109,900.00",James Wilson,false,James Wilson,Atlanta,USA,Fulton,GA,"Hillcrest Rd,",6708,30000,,2026-02-25,"$1,099.00",Broker,"$109,900.00",3%,,"$3,297.00",0%,3%,"$3,297.00","$109,900.00","$125,900.00",12/14/2025,2,4,34969,1578,Land,1988,0%,Open House,John Broker,$659.40
300000162,300000162,"2841 Main St, Atlanta, GA 30000",Under Contract,Pending,,2025-04-17,2025-06-23,2025-10-14,2025-04-17,2025-04-17,2025-04-24,"2841 Main St, Atlanta, GA 30000","$642,000.00",Christopher Harris,false,Christopher Harris,Atlanta,USA,Fulton,GA,"Main St,",2841,30000,2025-06-23,2025-04-24,"$6,420.00",Broker,"$642,000.00",3%,"$19,260.00",,3%,0%,"$19,260.00","$642,000.00","$690,000.00",04/17/2025,4,5,23398,3386,Townhouse,1999,0%,Sphere of Influence,John Broker,"$3,852.00"
300000163,300000163,"8929 Oak Ave, Sandy Springs, GA 30000",Sold,Approved,,2025-05-29,2025-09-09,2025-11-25,2025-05-29,2025-05-29,2025-07-12,"8929 Oak Ave, Sandy Springs, GA 30000","$77,000.00",James Wilson,false,James Wilson,Sandy Springs,USA,Fulton,GA,"Oak Ave,",8929,30000,2025-09-09,2025-07-12,$770.00,Broker,"$77,000.00",3%,"$2,310.00",,3%,0%,"$2,310.00","$77,000.00","$77,000.00",05/29/2025,4,5,5293,2013,Land,2001,25%,Referral,John Broker,$462.00
300000164,300000164,"1776 Washington Ave, Lawrenceville, GA 30000",Under Contract,Pending,,2025-11-14,2026-03-15,2026-05-13,2025-11-14,2025-11-14,2026-02-11,"1776 Washington Ave, Lawrenceville, GA 30000","$257,900.00",Christopher Harris,false,Christopher Harris,Lawrenceville,USA,Fulton,GA,"Washington Ave,",1776,30000,2026-03-15,2026-02-11,"$2,579.00",Broker,"$257,900.00",3%,"$7,737.00",,3%,0%,"$7,737.00","$257,900.00","$257,900.00",11/14/2025,3,3,14355,3538,Condo,1996,0%,Walk-in,John Broker,"$1,547.40"
300000165,300000165,"3054 Lakeview Dr, Sandy Springs, GA 30000",Under Contract,Pending,,2025-12-16,2026-02-27,2026-06-14,2025-12-16,2025-12-16,2026-01-14,"3054 Lakeview Dr, Sandy Springs, GA 30000","$560,900.00",Jennifer Taylor,false,Jennifer Taylor,Sandy Springs,USA,Fulton,GA,"Lakeview Dr,",3054,30000,2026-02-27,2026-01-14,"$5,609.00",Broker,"$560,900.00",3%,"$16,827.00",,3%,0%,"$16,827.00","$560,900.00","$570,900.00",12/16/2025,5,6,33860,1728,Condo,2019,0%,Facebook Ads,John Broker,"$3,365.40"
300000166,300000166,"1424 Washington Ave, Smyrna, GA 30000",Under Contract,Pending,,2025-11-05,2026-03-12,2026-05-04,2025-11-05,2025-11-05,2026-01-25,"1424 Washington Ave, Smyrna, GA 30000","$743,900.00",Michael Brown,false,Michael Brown,Smyrna,USA,Fulton,GA,"Washington Ave,",1424,30000,2026-03-12,2026-01-25,"$7,439.00",Broker,"$743,900.00",3%,,"$22,317.00",0%,3%,"$22,317.00","$743,900.00","$743,900.00",11/05/2025,5,6,20823,4197,Single Family,1990,0%,Open House,John Broker,"$4,463.40"
300000167,300000167,"2811 Maple Dr, Decatur, GA 30000",Sold,Approved,Top Producer,2025-05-01,2025-09-13,2025-10-28,2025-05-01,2025-05-01,2025-07-22,"2811 Maple Dr, Decatur, GA 30000","$990,900.00",Lisa Thomas,false,Lisa Thomas,Decatur,USA,Fulton,GA,"Maple Dr,",2811,30000,2025-09-13,2025-07-22,"$9,909.00",Broker,"$990,900.00",3%,"$29,727.00",,3%,0%,"$29,727.00","$990,900.00","$990,900.00",05/01/2025,2,6,29968,4157,Single Family,2018,25%,Referral,John Broker,"$5,945.40"
300000168,300000168,"2956 Maple Dr, Atlanta, GA 30000",Under Contract,Pending,,2025-12-22,2026-03-12,2026-06-20,2025-12-22,2025-12-22,2026-01-28,"2956 Maple Dr, Atlanta, GA 30000","$740,000.00",Emily Chen,false,Emily Chen,Atlanta,USA,Fulton,GA,"Maple Dr,",2956,30000,2026-03-12,2026-01-28,"$7,400.00",Broker,"$740,000.00",3%,,"$22,200.00",0%,3%,"$22,200.00","$740,000.00","$787,000.00",12/22/2025,3,6,28517,3833,Multi-Family,2016,0%,Direct Mail,John Broker,"$4,440.00"
300000169,300000169,"4261 Cedar Blvd, Kennesaw, GA 30000",Under Contract,Pending,,2026-01-04,2026-04-25,2026-07-03,2026-01-04,2026-01-04,2026-03-04,"4261 Cedar Blvd, Kennesaw, GA 30000","$111,900.00",Lisa Thomas,false,Lisa Thomas,Kennesaw,USA,Fulton,GA,"Cedar Blvd,",4261,30000,2026-04-25,2026-03-04,"$1,119.00",Broker,"$111,900.00",3%,,"$3,357.00",0%,3%,"$3,357.00","$111,900.00","$111,900.00",01/04/2026,3,4,23030,2979,Land,2009,0%,Direct Mail,John Broker,$671.40
300000170,300000170,"8942 Park Pl, Decatur, GA 30000",Active Listings,Pending,Top Producer,2025-07-29,,2026-01-25,2025-07-29,2025-07-29,,"8942 Park Pl, Decatur, GA 30000","$818,900.00",Sarah Miller,false,Sarah Miller,Decatur,USA,Fulton,GA,"Park Pl,",8942,30000,,,"$8,189.00",Broker,"$818,900.00",3%,,"$24,567.00",0%,3%,"$24,567.00","$818,900.00","$861,900.00",07/29/2025,5,5,32624,4469,Multi-Family,1997,0%,Walk-in,John Broker,"$4,913.40"
300000171,300000171,"858 Park Pl, Decatur, GA 30000",Archived,Pending,,2025-10-17,,2026-04-15,2025-10-17,2025-10-17,2025-11-22,"858 Park Pl, Decatur, GA 30000","$325,900.00",Jennifer Taylor,false,Jennifer Taylor,Decatur,USA,Fulton,GA,"Park Pl,",858,30000,,2025-11-22,"$3,259.00",Broker,"$325,900.00",3%,,"$9,777.00",0%,3%,"$9,777.00","$325,900.00","$325,900.00",10/17/2025,2,3,9725,1811,Land,1982,0%,Sphere of Influence,John Broker,"$1,955.40"
300000172,300000172,"9387 Maple Dr, Roswell, GA 30000",Sold,Approved,,2025-03-19,2025-05-09,2025-09-15,2025-03-19,2025-03-19,2025-03-24,"9387 Maple Dr, Roswell, GA 30000","$776,900.00",Jessica Davis,false,Jessica Davis,Roswell,USA,Fulton,GA,"Maple Dr,",9387,30000,2025-05-09,2025-03-24,"$7,769.00",Broker,"$776,900.00",3%,,"$23,307.00",0%,3%,"$23,307.00","$776,900.00","$776,900.00",03/19/2025,5,3,17070,1989,Multi-Family,2020,0%,Realtor.com,John Broker,"$4,661.40"
300000173,300000173,"9459 Oak Ave, Smyrna, GA 30000",Archived,Pending,,2025-08-14,,2026-02-10,2025-08-14,2025-08-14,2025-08-27,"9459 Oak Ave, Smyrna, GA 30000","$230,900.00",Emily Chen,false,Emily Chen,Smyrna,USA,Fulton,GA,"Oak Ave,",9459,30000,,2025-08-27,"$2,309.00",Broker,"$230,900.00",3%,"$6,927.00",,3%,0%,"$6,927.00","$230,900.00","$269,900.00",08/14/2025,3,4,38092,3813,Condo,1981,0%,Walk-in,John Broker,"$1,385.40"
300000174,300000174,"7442 Lakeview Dr, Atlanta, GA 30000",Under Contract,Pending,,2025-12-08,2026-03-06,2026-06-06,2025-12-08,2025-12-08,2026-01-23,"7442 Lakeview Dr, Atlanta, GA 30000","$531,000.00",Ashley Martin,false,Ashley Martin,Atlanta,USA,Fulton,GA,"Lakeview Dr,",7442,30000,2026-03-06,2026-01-23,"$5,310.00",Broker,"$531,000.00",3%,"$15,930.00","$15,930.00",3%,3%,"$31,860.00","$531,000.00","$579,000.00",12/08/2025,3,4,38761,3609,Condo,2013,0%,Sphere of Influence,John Broker,"$6,372.00"
300000175,300000175,"9979 Park Pl, Alpharetta, GA 30000",Under Contract,Pending,,2025-11-29,2026-01-18,2026-05-28,2025-11-29,2025-11-29,2025-12-12,"9979 Park Pl, Alpharetta, GA 30000","$541,000.00",William Jackson,false,William Jackson,Alpharetta,USA,Fulton,GA,"Park Pl,",9979,30000,2026-01-18,2025-12-12,"$5,410.00",Broker,"$541,000.00",3%,"$16,230.00","$16,230.00",3%,3%,"$32,460.00","$541,000.00","$548,000.00",11/29/2025,3,3,21185,3527,Townhouse,1980,0%,Walk-in,John Broker,"$6,492.00"
300000176,300000176,"4768 Oak Ave, Smyrna, GA 30000",Active Listings,Pending,,2025-05-08,,2025-11-04,2025-05-08,2025-05-08,,"4768 Oak Ave, Smyrna, GA 30000","$589,000.00",Sarah Miller,false,Sarah Miller,Smyrna,USA,Fulton,GA,"Oak Ave,",4768,30000,,,"$5,890.00",Broker,"$589,000.00",3%,"$17,670.00",,3%,0%,"$17,670.00","$589,000.00","$589,000.00",05/08/2025,3,6,15394,3318,Single Family,2011,0%,Zillow,John Broker,"$3,534.00"
300000177,300000177,"5324 Cedar Blvd, Marietta, GA 30000",Under Contract,Pending,,2025-07-31,2025-09-16,2026-01-27,2025-07-31,2025-07-31,2025-08-15,"5324 Cedar Blvd, Marietta, GA 30000","$373,900.00",Christopher Harris,false,Christopher Harris,Marietta,USA,Fulton,GA,"Cedar Blvd,",5324,30000,2025-09-16,2025-08-15,"$3,739.00",Broker,"$373,900.00",3%,,"$11,217.00",0%,3%,"$11,217.00","$373,900.00","$404,900.00",07/31/2025,4,5,7245,1996,Townhouse,2012,0%,Zillow,John Broker,"$2,243.40"
300000178,300000178,"5323 Oak Ave, Sandy Springs, GA 30000",Under Contract,Pending,,2025-07-28,2025-12-12,2026-01-24,2025-07-28,2025-07-28,2025-10-17,"5323 Oak Ave, Sandy Springs, GA 30000","$595,900.00",Emily Chen,false,Emily Chen,Sandy Springs,USA,Fulton,GA,"Oak Ave,",5323,30000,2025-12-12,2025-10-17,"$5,959.00",Broker,"$595,900.00",3%,"$17,877.00","$17,877.00",3%,3%,"$35,754.00","$595,900.00","$628,900.00",07/28/2025,2,6,22512,3737,Condo,2005,0%,Realtor.com,John Broker,"$7,150.80"
300000179,300000179,"851 Maple Dr, Roswell, GA 30000",Active Listings,Pending,Top Producer,2025-03-30,,2025-09-26,2025-03-30,2025-03-30,,"851 Maple Dr, Roswell, GA 30000","$935,900.00",Michael Brown,false,Michael Brown,Roswell,USA,Fulton,GA,"Maple Dr,",851,30000,,,"$9,359.00",Broker,"$935,900.00",3%,"$28,077.00",,3%,0%,"$28,077.00","$935,900.00","$961,900.00",03/30/2025,3,5,18320,3510,Single Family,2013,0%,Open House,John Broker,"$5,615.40"
300000180,300000180,"1862 Cedar Blvd, Marietta, GA 30000",Archived,Pending,Top Producer,2025-07-30,,2026-01-26,2025-07-30,2025-07-30,2025-10-21,"1862 Cedar Blvd, Marietta, GA 30000","$1,016,900.00",Amanda Garcia,false,Amanda Garcia,Marietta,USA,Fulton,GA,"Cedar Blvd,",1862,30000,,2025-10-21,"$10,169.00",Broker,"$1,016,900.00",3%,"$30,507.00",,3%,0%,"$30,507.00","$1,016,900.00","$1,016,900.00",07/30/2025,4,4,32298,4475,Multi-Family,1984,0%,Facebook Ads,John Broker,"$6,101.40"
300000181,300000181,"9659 Pine Ln, Marietta, GA 30000",Sold,Approved,,2025-09-06,2025-12-23,2026-03-05,2025-09-06,2025-09-06,2025-11-04,"9659 Pine Ln, Marietta, GA 30000","$381,000.00",Jennifer Taylor,false,Jennifer Taylor,Marietta,USA,Fulton,GA,"Pine Ln,",9659,30000,2025-12-23,2025-11-04,"$3,810.00",Broker,"$381,000.00",3%,,"$11,430.00",0%,3%,"$11,430.00","$381,000.00","$421,000.00",09/06/2025,5,3,25225,1542,Land,1988,0%,Open House,John Broker,"$2,286.00"
300000182,300000182,"6374 Main St, Woodstock, GA 30000",Archived,Pending,Top Producer,2025-01-29,,2025-07-28,2025-01-29,2025-01-29,2025-03-05,"6374 Main St, Woodstock, GA 30000","$1,028,900.00",Robert Anderson,false,Robert Anderson,Woodstock,USA,Fulton,GA,"Main St,",6374,30000,,2025-03-05,"$10,289.00",Broker,"$1,028,900.00",3%,"$30,867.00","$30,867.00",3%,3%,"$61,734.00","$1,028,900.00","$1,028,900.00",01/29/2025,5,3,36997,1919,Multi-Family,2008,0%,Walk-in,John Broker,"$12,346.80"
300000183,300000183,"4715 Cedar Blvd, Sandy Springs, GA 30000",Under Contract,Pending,Top Producer,2025-01-16,2025-02-25,2025-07-15,2025-01-16,2025-01-16,2025-01-23,"4715 Cedar Blvd, Sandy Springs, GA 30000","$1,023,900.00",Ashley Martin,false,Ashley Martin,Sandy Springs,USA,Fulton,GA,"Cedar Blvd,",4715,30000,2025-02-25,2025-01-23,"$10,239.00",Broker,"$1,023,900.00",3%,"$30,717.00",,3%,0%,"$30,717.00","$1,023,900.00","$1,041,900.00",01/16/2025,4,5,23999,2494,Multi-Family,1995,0%,Zillow,John Broker,"$6,143.40"
300000184,300000184,"1468 Main St, Sandy Springs, GA 30000",Active Listings,Pending,,2025-07-27,,2026-01-23,2025-07-27,2025-07-27,,"1468 Main St, Sandy Springs, GA 30000","$397,000.00",Christopher Harris,false,Christopher Harris,Sandy Springs,USA,Fulton,GA,"Main St,",1468,30000,,,"$3,970.00",Broker,"$397,000.00",3%,"$11,910.00","$11,910.00",3%,3%,"$23,820.00","$397,000.00","$408,000.00",07/27/2025,3,6,35838,3126,Land,1998,0%,Direct Mail,John Broker,"$4,764.00"
300000185,300000185,"1229 Park Pl, Smyrna, GA 30000",Sold,Approved,,2025-08-02,2025-12-21,2026-01-29,2025-08-02,2025-08-02,2025-10-24,"1229 Park Pl, Smyrna, GA 30000","$703,900.00",Elizabeth White,false,Elizabeth White,Smyrna,USA,Fulton,GA,"Park Pl,",1229,30000,2025-12-21,2025-10-24,"$7,039.00",Broker,"$703,900.00",3%,"$21,117.00",,3%,0%,"$21,117.00","$703,900.00","$727,900.00",08/02/2025,4,4,12308,3635,Multi-Family,1988,0%,Facebook Ads,John Broker,"$4,223.40"
300000186,300000186,"3620 Pine Ln, Roswell, GA 30000",Under Contract,Pending,,2025-10-03,2026-01-21,2026-04-01,2025-10-03,2025-10-03,2025-12-11,"3620 Pine Ln, Roswell, GA 30000","$486,900.00",Emily Chen,false,Emily Chen,Roswell,USA,Fulton,GA,"Pine Ln,",3620,30000,2026-01-21,2025-12-11,"$4,869.00",Broker,"$486,900.00",3%,,"$14,607.00",0%,3%,"$14,607.00","$486,900.00","$486,900.00",10/03/2025,2,6,9575,1811,Condo,1999,0%,Open House,John Broker,"$2,921.40"
300000187,300000187,"9129 Lakeview Dr, Marietta, GA 30000",Active Listings,Pending,,2025-11-25,,2026-05-24,2025-11-25,2025-11-25,,"9129 Lakeview Dr, Marietta, GA 30000","$679,900.00",Robert Anderson,false,Robert Anderson,Marietta,USA,Fulton,GA,"Lakeview Dr,",9129,30000,,,"$6,799.00",Broker,"$679,900.00",3%,,"$20,397.00",0%,3%,"$20,397.00","$679,900.00","$698,900.00",11/25/2025,3,6,27395,2155,Townhouse,2016,0%,Realtor.com,John Broker,"$4,079.40"
